Series Name,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Population ages 60-64, male (% of male population)",2.30999279750488,2.31547465260297,2.29600856196738,2.26600749031911,2.24570083923388,2.24085518593331,2.24950697670044,2.27174724203823,2.2998038370283,2.32061707879799,2.32759117521536,2.3239971951211,2.30984569916752,2.28966912542286,2.27235157552164,2.26050078210138,2.25371836702561,2.25208552323916,2.25432560237307,2.25532726167856,2.2532775331231,2.24982589949966,2.24470298932069,2.23888246176328,2.23442916090669,2.2321039904289,2.23170110898387,2.23362128424551,2.23664983075345,2.23834207208953,2.23828746952025,2.23680511490492,2.23351428555364,2.2293923384119,2.22623192881251,2.22370239875635,2.22312803675537,2.22648483912176,2.23077597866642,2.23154012455891,2.22803352527152,2.22128866745864,2.21340918458059,2.20917591799254,2.21321849110948,2.22803463150462,2.25259605573592,2.28385524213788,2.322765782439,2.39854542196954,2.51020316362751,2.62915915958689,2.75506077544546,2.88546141290042,2.99341279192027,3.07508609262899,3.14934450540475,3.21665265260908,3.27549444522798,3.32562105416046,3.36814813229768,3.39929629642604,3.4370260818342,3.48906233043154,3.54383172344543,3.59724299935463
Population ages 65 and above (% of total population),3.29905246661682,3.33852609678285,3.39509788498313,3.45820198645241,3.51254807095617,3.5519870473944,3.57875227872386,3.59440871427849,3.60919073308266,3.63294125177274,3.66092858087571,3.69483317968977,3.73548652092206,3.77739254798137,3.81539736497097,3.847431563455,3.87536062808925,3.8979287618361,3.9177323567688,3.93443029247757,3.94737747847816,3.95909783799409,3.96962039053794,3.97826496366921,3.98469867311846,3.99021478858997,3.99560135818491,4.00186755050278,4.01039265468364,4.02208086426184,4.03787048090769,4.05841411442611,4.08340620224614,4.11248290182939,4.14618925499594,4.18355923613031,4.22377976579751,4.26698407588542,4.31287577856306,4.36123081288453,4.41058746962383,4.46128426322486,4.51627622226394,4.57336676437993,4.62602267494844,4.67467509912271,4.72189908061262,4.7700034284851,4.82207897305879,4.87809420851412,4.94044719106105,5.0124057389161,5.09338826047327,5.18262772655076,5.30715461269221,5.46921307827757,5.64173085340436,5.8247052897296,6.01925951437221,6.22347304109804,6.41685302336898,6.54579069268807,6.69899975408181,6.92184330138637,7.14651714039908,7.37657146047502
"Population ages 65 and above, female",7225811,7483034,7792872,8129052,8450699,8733562,8978111,9195688,9414309,9662355,9944033,10256573,10603602,10977321,11360685,11747394,12136446,12524840,12912462,13306171,13707877,14115086,14530006,14953290,15383673,15822113,16271093,16732443,17209680,17707581,18229464,18773459,19338191,19925317,20537189,21176012,21841764,22534048,23252912,23996149,24758525,25547324,26367963,27201620,28015845,28797908,29564084,30329988,31112422,31935130,32817547,33769698,34787328,35847852,37109634,38613415,40217956,41914690,43698562,45559944,47391566,48729429,50207224,52259267,54370752,56563231
"Population ages 65 and above, female (% of female population)",3.42305280597013,3.46248579663614,3.52251515166322,3.59006667453997,3.64639400319029,3.6848237813729,3.70757160177315,3.71672709894685,3.72378568512301,3.74085637259558,3.76555509141801,3.79883368209865,3.84185297616616,3.88904717831045,3.93405294108898,3.97452515201111,4.01209672793866,4.04546466394311,4.07665270635136,4.10534430078619,4.13085659799728,4.15530755167993,4.17893387290929,4.20119976607023,4.22175231421141,4.24173435279067,4.26181376644057,4.28295371970346,4.3062696693187,4.33219974808621,4.3616306970525,4.39505471815861,4.43168730118942,4.47141477139865,4.51585542294524,4.56422501743421,4.61543443795986,4.66987892821707,4.72735580779152,4.78737967992875,4.84825005085777,4.91055308982755,4.97764822659637,5.04693529771706,5.11027251967679,5.16786027548476,5.22275596855842,5.27754823783443,5.33588277659667,5.39775239536246,5.46609761969499,5.54478984105421,5.63304779837588,5.72692550048673,5.85315226860116,6.01712091779342,6.19188175497591,6.37739603379644,6.57507921401153,6.78299115265878,6.98535020065507,7.12127246756211,7.27755094380342,7.50650567210504,7.73837108280662,7.97687528768692
"Population ages 65 and above, male",7157739,7425646,7732337,8060126,8382471,8676153,8942142,9193537,9451541,9733212,10039668,10364157,10706681,11062465,11418816,11772323,12117959,12453130,12777215,13099984,13424581,13744938,14063704,14381349,14695839,15008193,15321726,15639915,15970023,16320813,16696994,17099983,17533214,17996644,18485241,18998751,19537697,20098831,20680847,21283275,21902083,22540796,23202702,23873877,24535380,25179459,25818074,26465299,27134963,27847122,28616003,29448014,30340529,31310167,32534945,34019075,35603764,37281347,39045735,40885983,42612350,43841398,45281873,47281658,49320623,51419856
"Population ages 65 and above, male (% of male population)",3.18266379334618,3.2222746183791,3.27568151062875,3.33467067680637,3.38720407942249,3.42760534192543,3.45811692665066,3.47985892355538,3.50185008618269,3.53179867007138,3.56287652315347,3.59737044546987,3.63579417618103,3.67275911714124,3.70424191615247,3.7284589175195,3.74744912906412,3.76001348083461,3.76924054554598,3.77480385132772,3.77611538661115,3.77599724801762,3.77430571766442,3.77024216043499,3.7634860790317,3.75545334771627,3.74704129274953,3.73931676743007,3.73392588430595,3.73221080854391,3.73516520582202,3.7436093202323,3.75769229696402,3.77681735945219,3.80054347226107,3.82773332726228,3.85780945875686,3.89064751549883,3.92585960147084,3.96345322846972,4.00218282777887,4.04214010807159,4.08589596391693,4.13164396485577,4.17434867775245,4.21465592785843,4.25467918311892,4.29647122426304,4.34262396270688,4.39307211854767,4.44971049097478,4.51524948622521,4.58928513960867,4.67401958028466,4.79678182653118,4.95689015449615,5.12714389686587,5.30756455594171,5.49901074347834,5.69957794451642,5.88425766723156,6.00629549288907,6.15634764493584,6.37319370773675,6.59081637972026,6.81260308190019
"Population ages 65 and above, total",14383550,14908680,15525209,16189178,16833170,17409715,17920253,18389224,18865850,19395567,19983701,20620730,21310284,22039786,22779502,23519716,24254405,24977970,25689677,26406155,27132458,27860023,28593711,29334639,30079512,30830307,31592819,32372358,33179703,34028394,34926458,35873442,36871405,37921961,39022431,40174763,41379460,42632879,43933760,45279425,46660607,48088120,49570665,51075498,52551225,53977366,55382158,56795287,58247385,59782252,61433550,63217712,65127857,67158020,69644579,72632490,75821720,79196036,82744296,86445927,90003916,92570827,95489097,99540924,103691375,107983087
"Population ages 65-69, female",3112911,3255960,3483787,3749371,3971955,4123574,4207192,4225524,4221153,4253745,4341750,4479487,4667654,4880852,5077139,5241623,5377944,5484129,5572127,5666255,5775350,5895836,6030198,6175785,6324591,6474447,6627230,6783052,6945267,7119944,7310132,7513421,7728543,7956265,8196770,8449839,8715641,8993557,9280025,9567660,9848726,10131757,10424398,10711151,10965451,11181840,11368951,11533052,11700735,11914568,12195806,12538533,12926744,13328840,13895517,14662200,15484923,16362651,17311858,18182743,18896130,19446702,19989547,20620793,21207801,21783736
"Population ages 65-69, female (% of female population)",1.4746659937676,1.506569965666,1.57473274697824,1.65585013819405,1.71385975206805,1.73979933752836,1.73738847375564,1.70787878101015,1.66965723306023,1.64687086751364,1.64411148053955,1.65911440337234,1.69116472356328,1.72918901011972,1.75814510623215,1.77341164558099,1.77785420257605,1.77134791313356,1.75920181718122,1.7482057568835,1.74039660942709,1.7356615979596,1.73432810801219,1.73511672208202,1.73566214008623,1.73572792631165,1.7358403138282,1.73623766680944,1.73787027668268,1.74191052799859,1.74904181628222,1.75896708302727,1.77113177440013,1.7854551998426,1.80236094403934,1.82125724076882,1.8417225650957,1.86379394967203,1.88664442428546,1.90880712209545,1.92859175959311,1.94746544263234,1.96787991219309,1.98732603392305,2.00016955961978,2.0066106651482,2.00842529334311,2.00680060471679,2.00671461786568,2.01382899210321,2.03133604552656,2.05875479335729,2.09320387141813,2.12936810337265,2.19168361649527,2.28480784021385,2.38402993451214,2.48960702881493,2.60481891782294,2.70705742965945,2.78522315299131,2.84192266072074,2.89749034194866,2.96196471435466,3.0184211930549,3.07206894478669
"Population ages 65-69, male",3252033,3403897,3613598,3844354,4045723,4195202,4295919,4352560,4392594,4454049,4550930,4676260,4831874,5003137,5161584,5299643,5417108,5512431,5594983,5686962,5795934,5916830,6052931,6200488,6349511,6496717,6643363,6789022,6938174,7098059,7270253,7453337,7648329,7850957,8051935,8249523,8444649,8635287,8824720,9019017,9218044,9428048,9655925,9889099,10108511,10309026,10496615,10677529,10872021,11109425,11402426,11745895,12125697,12548782,13185620,14036266,14939584,15893349,16881262,17744267,18414252,18914090,19427801,20034388,20613163,21198458
"Population ages 65-69, male (% of male population)",1.44600530309868,1.47708206895379,1.53084338161499,1.59050309515196,1.63480308489148,1.65735849754296,1.66132354418907,1.6474936512604,1.62748132724666,1.61619857625959,1.61503365006839,1.62311693153379,1.64081654709247,1.66105093770531,1.6744079076624,1.67847109754674,1.67522737588452,1.66438597141206,1.65050325056127,1.63871703044163,1.6303015756829,1.62546637967529,1.62443777840661,1.62553193623471,1.62605865899583,1.62565311687347,1.62468362619492,1.62317402614091,1.62220340080009,1.62316990700662,1.62637640628712,1.63171992135764,1.63917842720435,1.64762000548062,1.65546827741429,1.6620552208979,1.66743540048755,1.67158282455753,1.67520274881835,1.67955599156019,1.68441957792371,1.69068961832133,1.70036688736291,1.71142023564967,1.7198205861931,1.72557306718962,1.72978542362482,1.73342821839021,1.73993594965685,1.75258704366636,1.77304617261759,1.80099229659444,1.83412362551416,1.8732972724072,1.94401869791195,2.04521220184412,2.15138476480845,2.2626590847534,2.37747457667809,2.47358203017427,2.54278870435307,2.59124070876174,2.64132836581137,2.70047707936973,2.75457940460816,2.80857817090974
"Population ages 70-74, female",2363526,2391455,2357010,2299725,2289269,2340803,2446948,2613967,2808188,2969966,3081102,3145666,3164696,3169524,3205762,3287936,3410807,3573583,3754540,3921008,4061183,4178747,4272970,4354233,4440974,4539959,4649457,4770877,4901796,5035953,5171642,5309662,5449511,5593151,5744670,5906664,6078216,6258958,6450542,6655067,6872843,7103684,7346804,7598726,7852940,8102011,8353353,8614325,8871732,9103343,9306363,9488216,9654035,9825338,10033679,10294680,10604595,10950433,11305102,11802109,12455934,13026204,13664920,14502303,15290501,15979856
"Population ages 70-74, female (% of female population)",1.11966322757611,1.10655377538995,1.0654097329411,1.01563701193035,0.987797409005626,0.987620693814166,1.01048365414214,1.05651719728979,1.11076556713129,1.14984539142518,1.1667358025942,1.16509305334565,1.14661943865409,1.12289963569991,1.1101123628967,1.11241547692603,1.12755295893723,1.15425052719576,1.18536307422275,1.20974616168213,1.22383375090075,1.23017171703706,1.22893690105315,1.22334295993349,1.21873965091774,1.21711300140535,1.21781119683649,1.22118721058232,1.22654540352439,1.23205729331262,1.23738103984058,1.2430451533974,1.24885152498586,1.25515182519119,1.26317669574655,1.27310760651341,1.28440220100702,1.2970849153182,1.31140592332694,1.32772687236194,1.34585004951678,1.36542754421696,1.38690307946908,1.40985271326318,1.43242738102922,1.45392725688167,1.47569333204599,1.49892965215341,1.52153121401529,1.53866898875728,1.55006972060614,1.55791031693956,1.56326014515164,1.5696610764369,1.58257162891561,1.60421797372725,1.63266363877707,1.66612824323925,1.70101572615777,1.757104976275,1.83596089616931,1.9036370989257,1.98073384428151,2.08310653820765,2.17623561489163,2.25357201463187
"Population ages 70-74, male",2261564,2303901,2302708,2291289,2314162,2380612,2487315,2635424,2800930,2946945,3060245,3142882,3194022,3232844,3288730,3371211,3475574,3602598,3737293,3858442,3959853,4042866,4106983,4161524,4222199,4294462,4377527,4473361,4579588,4690229,4804103,4922055,5043737,5172113,5311600,5463085,5625967,5800087,5981024,6161727,6339721,6514635,6684545,6851744,7021389,7192962,7372299,7566530,7766042,7956530,8136812,8311938,8486983,8677881,8903747,9172181,9480068,9815835,10184368,10729139,11412174,11997316,12658030,13483549,14224239,14864753
"Population ages 70-74, male (% of male population)",1.0055965097829,0.999751348844969,0.975505448079781,0.94796198558616,0.935110978665664,0.940485623604368,0.961897978517846,0.997538186067138,1.03776048052343,1.06933014162628,1.08601948446879,1.09088583602521,1.08463162097544,1.07331031663834,1.06685767744292,1.06770943894549,1.074812898197,1.08774396846639,1.10249020788684,1.11182276178613,1.11384211768516,1.11065248584109,1.10219963526327,1.09099318721482,1.08127117882834,1.07458983866614,1.07055656974455,1.0695272745233,1.07074636270842,1.07255216810254,1.07469151833195,1.07755968562781,1.08096616697482,1.08543149906392,1.09205868949744,1.10066361139748,1.11087347002519,1.12275657413137,1.13538204987239,1.14746056482499,1.1584616184273,1.16824028690012,1.17711958062304,1.18577174591955,1.19459034159283,1.20399173525358,1.21491508988959,1.22837752229903,1.24286141590489,1.2551965012179,1.26525209406392,1.27446543735209,1.28373453745686,1.29544449163655,1.3127217870284,1.33647055024121,1.36518356516084,1.39743282164596,1.43431669975467,1.49566077837145,1.57588526597258,1.64363890035838,1.72093666261845,1.81747582865005,1.90081433866429,1.96942720112244
"Population ages 75-79, female",1025653,1115879,1241627,1373013,1468779,1518558,1529543,1501910,1463703,1459624,1498812,1576202,1693634,1827864,1941477,2024757,2080312,2108185,2127734,2168061,2238091,2334367,2456545,2590469,2714113,2820134,2912074,2989742,3060159,3135745,3220832,3313854,3415337,3523013,3632100,3741355,3851803,3963630,4079105,4202320,4335504,4477637,4627876,4786529,4954081,5129994,5314118,5506901,5707218,5912037,6117594,6330150,6555322,6781525,6987949,7169576,7331719,7478598,7626797,7800937,8005258,8135682,8303288,8590918,9016761,9606053
"Population ages 75-79, female (% of female population)",0.485878280312178,0.516330066979459,0.561237233232389,0.606369379235137,0.633763563749559,0.640702915006967,0.631634875185624,0.607044088744394,0.57896084340036,0.565104857148537,0.567562202870895,0.583794523454188,0.613630216948411,0.647575943870757,0.672307605815959,0.685041121948503,0.687714753420526,0.680933854810759,0.671756835204794,0.668910273509902,0.674446741407756,0.687208931429599,0.706520069367683,0.727805017725836,0.744836096662833,0.756046728296178,0.76274634289906,0.765275248711547,0.765724305614909,0.767167107639525,0.77062484808912,0.775806517888692,0.782684574150757,0.79059493024562,0.798650698509994,0.806402380830903,0.813933536432182,0.821409002115801,0.829288936429763,0.838388733015612,0.848984659344059,0.860664475288141,0.873633534463795,0.888083106672954,0.903656535771691,0.920590905633673,0.938785774730032,0.958224436767949,0.978806570286872,0.999266697152055,1.0189477599182,1.03937407553821,1.06149118896815,1.08339241013534,1.1021809718952,1.11723370569192,1.12877781616553,1.13788225065005,1.14756173696803,1.16140814494733,1.17994682163265,1.18894077879047,1.20356388198383,1.23399693517683,1.28331936100117,1.35470130409405
"Population ages 75-79, male",985609,1060634,1164573,1273892,1358722,1410311,1431509,1427563,1421905,1441719,1492487,1571579,1676514,1790443,1890440,1968976,2028065,2067228,2097844,2137728,2191904,2257470,2334594,2414298,2482860,2537222,2580588,2613876,2643981,2681613,2730761,2791228,2864421,2948811,3040429,3138200,3242329,3351615,3466851,3590345,3721626,3859220,4002505,4147951,4290245,4427615,4560357,4688664,4815675,4946401,5082308,5228310,5390040,5560309,5726528,5886155,6042784,6200170,6369273,6563601,6763527,6883335,7050266,7352820,7793934,8371700
"Population ages 75-79, male (% of male population)",0.43824781134156,0.46025002908365,0.493352849281385,0.527040010789271,0.549034647134365,0.557158200870281,0.553595269389465,0.540348955430535,0.526823790880287,0.523142977712612,0.529653659205837,0.545490904205799,0.569313668492221,0.594430293140571,0.613254932547325,0.6236021928198,0.62717397741739,0.624164629129546,0.618857760711577,0.615993439036859,0.616546797279894,0.6201703278375,0.626539884700719,0.632937036986056,0.635840461111791,0.634881026388234,0.631101861211584,0.624946633305962,0.618185026628523,0.613225886659682,0.610879010148547,0.611068844346742,0.613898422731437,0.618844300889854,0.625108554238973,0.632262115420997,0.640213009993357,0.648791608678853,0.658114741877776,0.668607837918277,0.680055393348056,0.692056673326904,0.704823977638179,0.717849666807174,0.729924730334659,0.741114976957304,0.751522223201148,0.76117447062427,0.770690708722979,0.780328183419465,0.790285045258244,0.801654274510698,0.815293315218608,0.83004964931784,0.84428919793737,0.85766659429075,0.870195172082826,0.88268820293954,0.897017333740937,0.914977524111526,0.933962457839017,0.943020715675695,0.958526781920169,0.991102017904531,1.04151937769015,1.10916438936794
"Population ages 80 and above, female",723721,719740,710449,706943,720696,750626,794428,854287,921265,979020,1022370,1055217,1077619,1099081,1136307,1193078,1267384,1358943,1458060,1550848,1633254,1706136,1770292,1832804,1903994,1987574,2082332,2188773,2302459,2415938,2526859,2636521,2744801,2852887,2963649,3078155,3196103,3317904,3443241,3571103,3701451,3834245,3968885,4105215,4243374,4384062,4527663,4675709,4832738,5005181,5197785,5412800,5651226,5912149,6192488,6486958,6796720,7123008,7454804,7774154,8034244,8120841,8249470,8545252,8855690,9193587
"Population ages 80 and above, male",658532,657216,651458,650592,663864,690029,727398,777990,836113,890499,936006,973435,1004272,1036041,1078063,1132493,1197212,1270874,1347096,1416852,1476889,1527772,1569196,1605039,1641269,1679793,1720248,1763655,1808280,1850912,1891877,1933362,1976727,2024764,2081276,2147943,2224751,2311841,2408252,2512186,2622692,2738894,2859726,2985083,3115233,3249856,3388803,3532576,3681226,3834767,3994457,4161870,4337809,4523196,4719051,4924474,5141328,5371992,5610832,5848977,6022397,6046656,6145776,6410901,6689287,6984943
"Population ages 80 and above, male (% of male population)",0.292814169123051,0.285191171496695,0.275979831652591,0.269165585278972,0.268255368730978,0.272603019907821,0.281300134554276,0.294478130797311,0.309784487532316,0.323126974472906,0.332169729410453,0.337876773705068,0.341032339620895,0.343967569657026,0.34972139849982,0.358676188207463,0.3702348775652,0.383718911826622,0.397389326386291,0.408270620063101,0.415424895963192,0.419708054663744,0.421128419293817,0.420779999999397,0.420315780095732,0.420329365788431,0.420699235598466,0.421668833459892,0.422791094168916,0.423262846775074,0.423218271054407,0.423260868900115,0.423649280053406,0.424921554017804,0.427907951110369,0.432752379545908,0.439287578250768,0.447516508131074,0.45716006090232,0.467828834166256,0.479246238079803,0.49115352952324,0.503585518292806,0.516602316479369,0.530013019631859,0.54397614845793,0.558456446403367,0.573491012949532,0.589135888422164,0.60496039024394,0.621127179035019,0.638137477767978,0.656133661419046,0.675228166923071,0.69575214365347,0.71754080812008,0.740380394813757,0.764784446602813,0.790202133304643,0.815357611859176,0.831621239066883,0.82839516809325,0.835555834585846,0.864138781812444,0.89390325875766,0.925433320500068
"Population ages 80 and older, female (% of female population)",0.342845304314237,0.333031988600732,0.321135438511499,0.312210145180436,0.310973278367059,0.316700835023408,0.32806459868974,0.345287031902509,0.364402041531125,0.379035256508225,0.387145605413366,0.390831701926471,0.390438597000377,0.389382588620059,0.393487866144169,0.403656907555581,0.418974813004849,0.438932368803034,0.460330979742594,0.478482108710658,0.492179496261686,0.502265305253675,0.509148794476263,0.514935066328893,0.522514426544599,0.532846696777492,0.545415912876821,0.560253593600147,0.576129683496722,0.591064819135476,0.604582992840576,0.617235963845248,0.629019427652673,0.64021281611924,0.65166708464935,0.663457789321077,0.675376135424962,0.687591061111041,0.700016523749358,0.712456952455759,0.724823582403812,0.7369956276901,0.749231700470407,0.761673443857873,0.774019043256093,0.78673144782122,0.799851568439297,0.813593544196282,0.828830374428827,0.845987717349911,0.865744093644096,0.88875065521916,0.915092592837959,0.944503910541841,0.976716051295075,1.01086139816039,1.04641036552118,1.08377851109221,1.12168283306279,1.15742060177701,1.1842193298618,1.1867719291252,1.19576287558943,1.2274374843659,1.26039491385893,1.2965330241743
Population growth (annual %),..,2.39642770212636,2.3718292492177,2.34617004494498,2.34154578203199,2.25115521196281,2.13961351155644,2.14680270986968,2.14844716038577,2.11321172870178,2.21982378728468,2.21613325893602,2.19501824226466,2.25036255306664,2.3000950671043,2.36169921715702,2.3526277752357,2.35894044670683,2.30273010047879,2.32548037680355,2.38482579119883,2.34973202595162,2.33396964438701,2.3406940951715,2.34593300498783,2.3270540843985,2.30826458791438,2.2808002561271,2.25053923542519,2.23467340339487,2.213130886438,2.16777668657973,2.12998519274824,2.09986069412181,2.04435418122792,2.01296632914892,1.99775909414655,1.966425183613,1.93596384442712,1.90202919152067,1.87939826197393,1.87060822112685,1.81129424097937,1.73438204419235,1.7035704679088,1.63142146860079,1.56412522526913,1.50599144392136,1.43877181746736,1.44601731955273,1.45460361883041,1.41682761544376,1.37405616603306,1.33270430507476,1.26129027125347,1.19285563384335,1.19162966402099,1.1623961434697,1.09729906702925,1.04001395098104,0.973438646910149,0.822648220128724,0.790200540609834,0.883289539766135,0.890706546985984,..
"Population, female",211092581,216117378,221230333,226431783,231754961,237014373,242156119,247413578,252815543,258292595,264078808,269992683,276002298,282262492,288778155,295567220,302496346,309602024,316741771,324118284,331841028,339688106,347696492,355929052,364390704,373010476,381787999,390675317,399642401,408743410,417950642,427149608,436361801,445615493,454779606,463956344,473233111,482540305,491879889,501237652,510669298,520253493,529727319,538973038,548226047,557250128,566062902,574698451,583079198,591637549,600383478,609034769,617557834,625952834,634011081,641725761,649527205,657238304,664608905,671679248,678442228,684279793,689891756,696186332,702612364,709090076
"Population, female (% of total population)",48.4168024191013,48.3955323753301,48.3792946473907,48.368537774031,48.359901384889,48.3564497660154,48.3596276614051,48.3601439584885,48.3656734274099,48.3802225772442,48.3781085300861,48.377428933257,48.38053247949,48.3768869066671,48.3681968039633,48.3498462035276,48.3327638599777,48.3148394331025,48.3038181051071,48.2925588358256,48.2780366347604,48.2719789966196,48.2701636208323,48.2698995574395,48.2716327528512,48.2769095284273,48.2854228108099,48.2952422542706,48.304319469728,48.3125665494911,48.3195450504531,48.3240491642076,48.3258634876185,48.3251933029723,48.3209853530199,48.3136352812296,48.3049420078195,48.295866214558,48.2867135290433,48.2782879115501,48.270944755282,48.2655330982932,48.2623119172025,48.26034986514,48.2596956265643,48.2602888257719,48.2626899355312,48.2665680123465,48.2709042039847,48.2762627221094,48.2824591358397,48.289146720856,48.2967192224499,48.3051843756823,48.3138078866449,48.3218315964544,48.3299201412735,48.3385229249662,48.3471809414411,48.3559820255384,48.3697182728258,48.3862189133723,48.3990824754438,48.4111710543389,48.4247730573765,48.4395638731912
"Population, male",224897757,230447351,236052757,241706792,247474637,253125773,258584128,264192794,269901346,275587949,281785460,288103704,294479844,301203106,308263236,315742315,323365537,331199079,338986458,347037463,355512997,364008144,372616981,381443629,390484745,399637317,408901979,418255953,427700589,437296119,447021579,456777992,466595269,476502894,486384161,496344700,506445347,516593457,526785191,536988171,547253435,557645082,567873061,577829968,587765466,597426194,606815988,615977570,624851766,633887204,643098086,652190185,661116668,669876677,678266110,686298737,694417091,702419096,710050159,717351064,724175467,729924103,735531456,741883264,748323427,754775449
"Population, male (% of total population)",51.5831975808987,51.6044676246699,51.6207053526093,51.631462225969,51.640098615111,51.6435502339846,51.6403723385949,51.6398560415115,51.6343265725901,51.6197774227558,51.6218914699139,51.622571066743,51.61946752051,51.6231130933329,51.6318031960367,51.6501537964724,51.6672361400223,51.6851605668975,51.6961818948929,51.7074411641744,51.7219633652396,51.7280210033804,51.7298363791677,51.7301004425605,51.7283672471488,51.7230904715727,51.7145771891901,51.7047577457294,51.695680530272,51.687433450509,51.6804549495469,51.6759508357924,51.6741365123815,51.6748066970277,51.6790146469801,51.6863647187704,51.6950579921805,51.704133785442,51.7132864709567,51.72171208845,51.729055244718,51.7344669017068,51.7376880827975,51.73965013486,51.7403043734357,51.7397111742281,51.7373100644688,51.7334319876535,51.7290957960153,51.7237372778906,51.7175408641603,51.710853279144,51.7032807775501,51.6948156243177,51.6861921133551,51.6781684035457,51.6700798587265,51.6614770750338,51.6528190585589,51.6440179744616,51.6302817271742,51.6137810866277,51.6009175245562,51.5888289456611,51.5752269426235,51.5604361268089
"Population, total",435990338,446564729,457283090,468138575,479229598,490140146,500740247,511606372,522716889,533880544,545864268,558096387,570482142,583465598,597041391,611309535,625861883,640801103,655728229,671155747,687354025,703696250,720313473,737372681,754875449,772647793,790689978,808931270,827342990,846039529,864972221,883927600,902957070,922118387,941163767,960301044,979678458,999133762,1018665080,1038225823,1057922733,1077898575,1097600380,1116803006,1135991513,1154676322,1172878890,1190676021,1207930964,1225524753,1243481564,1261224954,1278674502,1295829511,1312277191,1328024498,1343944296,1359657400,1374659064,1389030312,1402617695,1414203896,1425423212,1438069596,1450935791,1463865525
"Probability of dying among adolescents ages 10-14 years (per 1,000)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,6.9,6.7,6.6,6.5,6.3,6.2,6.1,5.9,5.8,5.6,5.5,5.3,5.2,5,4.9,4.7,4.5,4.3,4.2,4,3.8,3.6,3.5,3.3,3.1,3,2.8,2.7,2.6,2.4,2.3,2.2,2.1,..,..
"Probability of dying among adolescents ages 10-19 years (per 1,000)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.2,16.8,16.5,16.2,15.9,15.6,15.4,15.1,14.9,14.6,14.3,14,13.6,13.2,12.9,12.5,12.1,11.6,11.2,10.7,10.2,9.7,9.2,8.7,8.3,7.8,7.4,7,6.6,6.3,6,5.7,5.4,5.2,..,..
"Probability of dying among adolescents ages 15-19 years (per 1,000)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2,10,9.8,9.6,9.5,9.4,9.2,9.1,9,8.9,8.7,8.5,8.3,8.1,7.9,7.6,7.4,7.1,6.9,6.6,6.3,5.9,5.6,5.3,5,4.7,4.4,4.2,3.9,3.7,3.5,3.4,3.2,3.1,..,..
"Probability of dying among children ages 5-9 years (per 1,000)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.6,13.1,12.7,12.2,11.7,11.3,10.9,10.4,10,9.6,9.1,8.7,8.3,7.9,7.5,7.1,6.7,6.3,5.9,5.5,5.1,4.7,4.3,4,3.6,3.3,3,2.7,2.4,2.2,2,1.8,1.6,1.5,..,..
"Probability of dying among youth ages 20-24 years (per 1,000)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.9,12.7,12.5,12.4,12.3,12.2,12,11.9,11.8,11.7,11.5,11.3,11.1,10.8,10.6,10.3,10,9.7,9.3,9,8.6,8.2,7.8,7.4,7,6.6,6.3,5.9,5.6,5.3,5.1,4.9,4.7,4.6,..,..
Rural population,357839038,366075862,374315608,382544792,390845089,398877427,406538553,414299154,422142663,429916532,438239792,446625401,454808117,463040907,471397247,480023660,488675543,497520414,506345631,515654584,525767491,536304259,547217333,558530665,570227907,582152802,594278830,606523489,618833388,631259149,643726151,656053177,668361079,680737472,692969292,705185767,717468852,729670522,741758789,753667153,765438404,777133989,788343923,798893541,809137143,818728445,827689071,836080287,843814083,851512596,859193297,866781260,874742588,882334475,889345693,895788394,902255954,908494076,914169786,919344187,923922894,927115988,930009287,933771782,937610709,941424277
